ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,Full Address,"Lat, Lng",lat,lng
05M410 ,M,1,M410,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,Junior High-Intermediate-Middle,1,5,5,509 WEST 129 STREET,NY,10027,TRAVIS BROWN,212-690-5977,212-690-5980,"06,07,SE",MANHATTAN,"509 WEST 129 STREET,NY","???, ???",40.8154784,-73.9555563
03M421 ,M,1,M421,WEST PREP ACADEMY,Junior High-Intermediate-Middle,1,3,3,150 WEST 105 STREET,NY,10025,Roberto Padilla,212-362-1674,212-362-2794,"06,07,SE",MANHATTAN,"150 WEST 105 STREET,NY","???, ???",40.79909,-73.9653593
02M422 ,M,1,M422,QUEST TO LEARN,Elementary,1,2,2,351 WEST  18 STREET,NY,10011,ELISA ARAGON,212-488-3645,212-679-4967,"06,07,SE",MANHATTAN,"351 WEST  18 STREET,NY","???, ???",40.7433678,-74.0025475
27Q317 ,Q,4,Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,Elementary,1,27,27,190 BEACH 110 STREET,NY,11694,DANA GERENDASI,718-634-1344,718-634-3884,"PK,0K,01,02,03,04,SE",ROCKAWAY PARK,"190 BEACH 110 STREET,NY","???, ???",40.5809065,-73.8313599
27Q318 ,Q,4,Q318,WATERSIDE SCHOOL FOR LEADERSHIP,Elementary,1,27,27,190 BEACH 110 STREET,NY,11694,LINDA MUNRO,718-634-1128,718-634-1185,"06,07,SE",ROCKAWAY PARK,"190 BEACH 110 STREET,NY","???, ???",40.5809065,-73.8313599
10X447 ,X,2,X447,CRESTON ACADEMY,Elementary,1,10,10,125 EAST 181 STREET,NY,10453,PAMELA EDWARDS,718-367-5035,718-367-5176,"06,07,SE",BRONX,"125 EAST 181 STREET,NY","???, ???",40.8552107,-73.9032639
09X449 ,X,2,X449,GRANT AVENUE ELEMENTARY SCHOOL,Early Childhood,1,9,9,250 EAST 164 STREET,NY,10456,KRISTIN ERAT,718-681-6288,718-681-6687,"0K,01,02,SE",BRONX,"250 EAST 164 STREET,NY","???, ???",40.8281114,-73.9176612
09X454 ,X,2,X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,Elementary,1,9,9,250 EAST 164 STREET,NY,10456,DR. PATRICK AWOSOGBA,718-293-4017,718-293-7396,"06,07,SE",BRONX,"250 EAST 164 STREET,NY","???, ???",40.8281114,-73.9176612
10X459 ,X,2,X459,EAST FORDHAM ACADEMY FOR THE ARTS,Junior High-Intermediate-Middle,1,10,10,120 EAST 184 STREET,NY,10468,TANICIA WILLIAMS,718-220-4185,718-220-5976,"06,07,SE",BRONX,"120 EAST 184 STREET,NY","???, ???",40.8595059,-73.9004749
02M437,M,1,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,High school,1,2,2,351 WEST  18 STREET,NY,10011,Nancy Amling,212-488-3330,212-488-3335,"09,SE",MANHATTAN,"351 WEST  18 STREET,NY","???, ???",40.7433678,-74.0025475
03M417,M,1,M417,FRANK McCOURT HIGH SCHOOL,High school,1,3,3,145 WEST  84 STREET,NY,10024,Danielle Salzberg,212-362-2015,212-362-5926,"09,SE",MANHATTAN,"145 WEST  84 STREET,NY","???, ???",40.7859536,-73.9740725
03M452,M,1,M452,P.S. 452,Elementary,1,3,3,100 WEST  77 STREET,NY,10024,David Parker,212-496-1050,212-496-1087,"0K,SE",MANHATTAN,"100 WEST  77 STREET,NY","???, ???",40.7810814,-73.9780846
10X363,X,2,X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,1,10,10,120 EAST 184 STREET,NY,10468,ANGELO LEDDA,718-935-4099,,"06,07,SE",BRONX,"120 EAST 184 STREET,NY","???, ???",40.8595059,-73.9004749
12X446,X,2,X446,SATELLITE ACADEMY HS AT BRONX REGIONAL HS,High school,1,12,12,1010 REV. J. A. POLITE AVENUE,NY,10459,MARSHA VERNON,718-542-2700,TBD,"09,10,11,12",BRONX,"1010 REV. J. A. POLITE AVENUE,NY","???, ???",40.8233601,-73.8982976
17K770,K,3,K770,P.S. 770 NEW AMERICAN ACADEMY,Elementary,1,17,17,60 EAST  94 STREET,NY,11212,Shimon Waronker,718 935-4200,TBD,"0K,01,SE",BROOKLYN,"60 EAST  94 STREET,NY","???, ???",40.7856601,-73.954493
24Q290,Q,4,Q290,P.S. 290,Elementary,1,24,24,70-02 54 AVENUE,NY,11378,Mieasia Harris,718-458-0183,718-898-0757,"0K,01,02,03,04,05,SE",QUEENS,"70-02 54 AVENUE,NY","???, ???",40.7285961,-73.8932957
84K797,K,3,K797,New Hope Academy Charter School,Elementary,2,18,84,475 EAST   57 STREET,NY,11203,Kellie McLaurin,718-337-8303,,"0K,01,02",BROOKLYN,"475 EAST   57 STREET,NY","???, ???",40.7574564,-73.9608612
03M859,,1,M859,Special Music School,K-8,1,3,3,129 WEST  67 STREET,NY,10023,KATHERINE BANUCCI-SMITH,212-501-3318,212-501-3339,"0K,01,02,03,04,05,06,07,08",MANHATTAN,"129 WEST  67 STREET,NY","???, ???",40.7752206,-73.9829968
05M482,M,1,M482,Harlem Success Academy Charter School 5,K-8,2,5,84,301 WEST 140 STREET,NY,10030,Stacey Apatov,646-472-1911,212-918-3464,"0K,01",MANHATTAN,"301 WEST 140 STREET,NY","???, ???",40.820192,-73.9444568
07X493,X,2,X493,Bronx Success Academy Charter School 1,K-8,2,7,84,510 EAST 141 STREET,NY,10454,Michele Caracappa,347-286-7950,347-479-1192,"0K,01",BRONX,"510 EAST 141 STREET,NY","???, ???",40.8090647,-73.9175195
07X491,X,2,X491,Academic Leadership Charter School,Elementary,2,7,84,677 EAST 141 STREET,NY,10454,Norma Hurwitz,718-585-4215,718-585-4837,"0K,01,02",BRONX,"677 EAST 141 STREET,NY","???, ???",40.8077306,-73.9127678
11X488,X,2,X488,The Equality Charter School,Secondary School,2,11,84,4140 HUTCHINSON RIVER PKWAY EA,NY,10475,Caitlin Franco,718-320-3032,718-320-3721,"06,07,08,SE",BRONX,"4140 HUTCHINSON RIVER PKWAY EA,NY","???, ???",40.7127837,-74.0059413
75Q256,Q,4,Q256,P.S. Q256,K-12 all grades,1,27,75,160 BEACH  29 STREET,NY,11691,OSWALDO ROMAN,516-921-0450,516-921-4045,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,"160 BEACH  29 STREET,NY","???, ???",40.5940187,-73.7613792
28Q206 ,Q,4,Q206,P.S. 206 HORACE HARDING,Elementary,1,28,28,61-02 98 STREET,NY,11374,NICHOLAS BOLOGNA,718-592-0300,718-271-7011,"PK,0K,01,02,03,04,05,SE",QUEENS,"61-02 98 STREET,NY","???, ???",40.734236,-73.8605411
84M355,M,1,M355,ROSS GLOBAL ACADEMY CHARTER SCHOOL,K-8,2,1,84,420 EAST 12 STREET,NY,10009,Cristina Alvarez,212-889-0373,212-889-1760,"0K,01,02,03,04,05,06,07,08",MANHATTAN,"420 EAST 12 STREET,NY","???, ???",40.7291532,-73.982474
28Q140 ,Q,4,Q140,P.S. 140 EDWARD K ELLINGTON,Elementary,1,28,28,166-01 116 AVENUE,NY,11434,David Norment,718-657-4760,718-526-1051,"PK,0K,01,02,03,04,05,06,SE",QUEENS,"166-01 116 AVENUE,NY","???, ???",40.68748,-73.781249
84X704,X,2,X704,KIPP ACADEMY CHARTER SCHOOL,K-12 all grades,2,5,84,625 WEST 133 STREET,NY,10027,Carolyn Petruzziello/Steve*,718-665-3555,718-585-7982,"0K,01,05,06,07,08,09,10,SE",MANHATTAN,"625 WEST 133 STREET,NY","???, ???",40.8197643,-73.9572398
84M386,M,1,M386,HARLEM SUCCESS ACADEMY 4 CHARTER SCHOOL,Elementary,2,3,84,240 WEST 113 STREET,NY,10026,Danique Loving,646-442-6500,646-478-9493,"0K,01,02,03,SE",MANHATTAN,"240 WEST 113 STREET,NY","???, ???",40.8016506,-73.9552947
03M243 ,M,1,M243,M.S. 243 CENTER SCHOOL,Junior High-Intermediate-Middle,1,3,3,100 WEST  84 STREET,NY,10024,ELAINE SCHWARTZ,212-799-1477,212-579-9728,"05,06,07,08,SE",MANHATTAN,"100 WEST  84 STREET,NY","???, ???",40.785101,-73.9738667
84M726,M,1,M726,KIPP S.T.A.R. COLLEGE PREPARATORY,Secondary School,2,5,84,425 WEST 123 STREET,NY,10027,Orpheus Williams/Natalie W*,212-991-2650,212-666-4723,"05,06,07,08,09,10,SE",MANHATTAN,"425 WEST 123 STREET,NY","???, ???",40.8106401,-73.9558474
10X056 ,X,2,X056,P.S. 056 NORWOOD HEIGHTS,Elementary,1,10,10,341 EAST 207 STREET,NY,10467,PRISCILLA SHEERAN,718-405-6330,718-405-6341,"0K,01,02,03,04,05,SE",BRONX,"341 EAST 207 STREET,NY","???, ???",40.875481,-73.874889
28Q284 ,Q,4,Q284,YORK EARLY COLLEGE ACADEMY,Junior High-Intermediate-Middle,1,28,28,108-35 167 STREET,NY,11433,DEBORAH BURNETT,718-262-8547,718-558-4257,"06,07,08,09,10,SE",QUEENS,"108-35 167 STREET,NY","???, ???",40.6971478,-73.7866095
84X422,X,2,X422,CARL C. ICAHN SOUTH BRONX CHARTER SCHOOL,K-8,2,8,84,108 WEST 174 STREET,NY,10453,Midga Agosto,718-716-8105,718-716-6716,"0K,01,02,03,04",BRONX,"108 WEST 174 STREET,NY","???, ???",40.846749,-73.9182919
02M411 ,M,1,M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,High school,1,2,2,55 EAST  25 STREET,NY,10010,Alicia Perez-Katz,212-683-7440,212-683-7338,"09,10,11,12",MANHATTAN,"55 EAST  25 STREET,NY","???, ???",40.7418743,-73.9858507
08X381 ,X,2,X381,BRONX HAVEN HIGH SCHOOL,High school,1,8,7,333 EAST 151 STREET,NY,10451,LUCINDA MENDEZ,718-292-3638,718-292-6065,"09,10,11,12,SE",BRONX,"333 EAST 151 STREET,NY","???, ???",40.8185183,-73.9199681
84M384,M,1,M384,HARLEM SUCCESS ACADEMY 2 CHARTER SCHOOL,Elementary,2,5,84,144-176 EAST 128 STREET,NY,10035,Jim Manly,646-442-6600,212-281-4638,"0K,01,02,03,SE",MANHATTAN,"144-176 EAST 128 STREET,NY","???, ???",40.8057191,-73.9353352
05M030 ,M,1,M030,P.S. 030 HERNANDEZ/HUGHES,Elementary,1,5,5,144-176 EAST 128 STREET,NY,10035,Teri Stinson,212-876-1825,212-876-4034,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"144-176 EAST 128 STREET,NY","???, ???",40.8057191,-73.9353352
75M138 ,M,1,M138,P.S. 138,K-12 all grades,1,5,75,144-176 EAST 128 STREET,NY,10035,JACQUELINE KEANE,212-369-2227,212-427-6608,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",MANHATTAN,"144-176 EAST 128 STREET,NY","???, ???",40.8057191,-73.9353352
04M433,M,1,M433,Renaissance Charter High School for Innovation,High school,2,4,84,410 EAST 100 STREET,NY,10029,Nicholas Tishuk,212-722-5871,646-430-8555,"09,10",MANHATTAN,"410 EAST 100 STREET,NY","???, ???",40.7850266,-73.9420076
27Q340,Q,4,Q340,Challenge Preparatory Charter School,K-8,2,27,84,3-65 BEACH 56 STREET,NY,11692,LaToiya Tolliver-Revell,718-634-1634,718-634-1637,"0K,01,SE",QUEENS,"3-65 BEACH 56 STREET,NY","???, ???",40.763635,-73.9772705
10X499,X,2,X499,Kingsbridge Innovative Design Charter School (KIDC),Elementary,2,10,84,295 WEST  231 STREET,NY,10463,Julio Cotto,917-858-1191,646-530-8286,"0K,01",BRONX,"295 WEST  231 STREET,NY","???, ???",40.880947,-73.9079129
05M481,M,1,M481,Democracy Preparatory Harlem Charter School,Junior High-Intermediate-Middle,2,5,84,222 WEST 134 STREET,NY,10030,Emmanuel George,212-281-3061,212-281-3064,"06,SE",MANHATTAN,"222 WEST 134 STREET,NY","???, ???",40.814949,-73.9458079
07X522,X,2,X522,Bronx Design and Construction Academy,High school,1,7,7,333 EAST 151 STREET,NY,10451,Matthew Williams,718-935-3442,,"09,10,11,12,SE",BRONX,"333 EAST 151 STREET,NY","???, ???",40.8185183,-73.9199681
05M514,M,1,M514,New Design Middle School,Junior High-Intermediate-Middle,1,5,5,625 WEST 133 STREET,NY,10027,Dan Black,718-935-3597,,"06,07,08",MANHATTAN,"625 WEST 133 STREET,NY","???, ???",40.8197643,-73.9572398
84M523,M,1,M523,Upper West Success Academy Charter School,Elementary,2,3,64,145 WEST  84 STREET,NY,10024,,,,"0K,01,SE",MANHATTAN,"145 WEST  84 STREET,NY","???, ???",40.7859536,-73.9740725
31R034 ,R,5,R034,I.S. 034 TOTTENVILLE,Junior High-Intermediate-Middle,1,31,31,528 ACADEMY AVENUE,NY,10307,Jeff Preston,718-984-0772,718-227-4074,"06,07,08,SE",STATEN ISLAND,"528 ACADEMY AVENUE,NY","40.5080259, -74.2434819",40.5080259,-74.2434819
31R001 ,R,5,R001,P.S. 001 TOTTENVILLE,Elementary,1,31,31,58 SUMMIT STREET,NY,10307,DIANE GORDIN,718-984-0960,718-984-3389,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"58 SUMMIT STREET,NY","40.50883155, -74.2440133418676",40.50883155,-74.24401334
31R006 ,R,5,R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,Elementary,1,31,31,555 PAGE AVENUE,NY,10307,Cynthia Difolco,718-356-4789,718-356-8491,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"555 PAGE AVENUE,NY","40.5102009, -74.2304654",40.5102009,-74.2304654
75R025 ,R,5,R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,K-12 all grades,1,31,75,6581 HYLAN BOULEVARD,NY,10309,JAMES MCKEON,718-984-1526,718-356-8905,"01,02,03,04,05,06,07,08,09,10,11,12,SE",STATEN ISLAND,"6581 HYLAN BOULEVARD,NY","40.511884, -74.2224415",40.511884,-74.2224415
31R003 ,R,5,R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,Elementary,1,31,31,80 SOUTH GOFF AVENUE,NY,10309,JUDITH WILSON,718-984-1021,718-984-3628,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"80 SOUTH GOFF AVENUE,NY","40.5203834, -74.2115331",40.5203834,-74.2115331
31R007 ,R,5,R007,I.S. 007 ELIAS BERNSTEIN,Junior High-Intermediate-Middle,1,31,31,1270 HUGUENOT AVENUE,NY,10312,Dr. Nora De Rosa-Karby,718-356-2314,718-967-0809,"06,07,08,SE",STATEN ISLAND,"1270 HUGUENOT AVENUE,NY","40.5233111, -74.1859247",40.5233111,-74.1859247
31R455 ,R,5,R455,TOTTENVILLE HIGH SCHOOL,High school,1,31,31,100 LUTEN AVENUE,NY,10312,John P. Tuminaro,718-356-2220,718-317-0962,"09,10,11,12,SE",STATEN ISLAND,"100 LUTEN AVENUE,NY","40.5279325, -74.1922317",40.5279325,-74.1922317
31R005 ,R,5,R005,P.S. 005 HUGUENOT,Elementary,1,31,31,348 DEISIUS STREET,NY,10312,Lisa Arcuri,718-984-2233,718-984-4761,"0K,01,02,03,04,05",STATEN ISLAND,"348 DEISIUS STREET,NY","40.52975915, -74.1877189736345",40.52975915,-74.18771897
31R055 ,R,5,R055,P.S. 055 HENRY M. BOEHM,Elementary,1,31,31,54 OSBORNE STREET,NY,10312,Sharon Fishman,718-356-2211,718-356-0114,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"54 OSBORNE STREET,NY","40.5365557, -74.163617",40.5365557,-74.163617
31R056 ,R,5,R056,P.S. 56 THE LOUIS DESARIO SCHOOL,Elementary,1,31,31,250 KRAMER AVENUE,NY,10309,DEAN SCALI,718-605-1189,718-605-1195,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"250 KRAMER AVENUE,NY","40.5419561, -74.213978141721",40.5419561,-74.21397814
31R036 ,R,5,R036,P.S. 036 J. C. DRUMGOOLE,Elementary,1,31,31,255 IONIA AVENUE,NY,10312,BARBARA BELLAFATTO,718-984-1422,718-227-6354,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"255 IONIA AVENUE,NY","40.54311445, -74.1827526631675",40.54311445,-74.18275266
31R075 ,R,5,R075,I.S. 075 FRANK D. PAULO,Junior High-Intermediate-Middle,1,31,31,455 HUGUENOT AVENUE,NY,10312,MARK CANNIZZARO,718-356-0130,718-984-5302,"06,07,08,SE",STATEN ISLAND,"455 HUGUENOT AVENUE,NY","40.5443619, -74.1971909260046",40.5443619,-74.19719093
31R024 ,R,5,R024,I.S. 024 MYRA S. BARNES,Junior High-Intermediate-Middle,1,31,31,225 CLEVELAND AVENUE,NY,10308,Lenny Santamaria,718-356-4200,718-356-5834,"06,07,08,SE",STATEN ISLAND,"225 CLEVELAND AVENUE,NY","40.5457534, -74.1455438565534",40.5457534,-74.14554386
31R008 ,R,5,R008,P.S. 8 SHIRLEE SOLOMON,Elementary,1,31,31,112 LINDENWOOD ROAD,NY,10308,LISA ESPOSITO,718-356-2800,718-356-2065,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"112 LINDENWOOD ROAD,NY","40.5473979, -74.1519303030934",40.5473979,-74.1519303
31R042 ,R,5,R042,P.S. 042 ELTINGVILLE,Elementary,1,31,31,380 GENESEE AVENUE,NY,10312,Brian Sharkey,718-984-3800,718-227-6358,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"380 GENESEE AVENUE,NY","40.5521448, -74.1696099200786",40.5521448,-74.16960992
31R053 ,R,5,R053,P.S. 053 BAY TERRACE,Elementary,1,31,31,330 DURANT AVENUE,NY,10308,ANNETTE ESPOSITO,718-987-8020,718-987-3675,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"330 DURANT AVENUE,NY","40.55231195, -74.1369356407293",40.55231195,-74.13693564
31R032 ,R,5,R032,P.S. 032 THE GIFFORD SCHOOL,Elementary,1,31,31,32 ELVERTON AVENUE,NY,10308,Nancy Spataro,718-984-1688,718-227-5736,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"32 ELVERTON AVENUE,NY","40.5584816, -74.155106827251",40.5584816,-74.15510683
31R050 ,R,5,R050,P.S. 050 FRANK HANKINSON,Elementary,1,31,31,200 ADELAIDE AVENUE,NY,10306,SHARON FINE,718-987-0396,718-987-1925,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"200 ADELAIDE AVENUE,NY","40.561494, -74.1248646",40.561494,-74.1248646
31R046 ,R,5,R046,P.S. 046 ALBERT V. MANISCALCO,Elementary,1,31,31,41 REID AVENUE,NY,10305,ANDREA MAFFEO,718-987-5155,718-987-1703,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"41 REID AVENUE,NY","40.563006, -73.91115955",40.563006,-73.91115955
75R037 ,R,5,R037,P.S. R037,K-12 all grades,1,31,75,15 FAIRFIELD STREET,NY,10308,WILLIAM FIORELLI,718-984-9800,718-356-8712,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",STATEN ISLAND,"15 FAIRFIELD STREET,NY","40.5639897, -74.1511058",40.5639897,-74.1511058
31R605 ,R,5,R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,High school,1,31,31,485 CLAWSON STREET,NY,10306,VINCENT MANISCALCO,718-667-5725,718-987-5872,"09,10,11,12",STATEN ISLAND,"485 CLAWSON STREET,NY","40.5680556, -74.1161111",40.5680556,-74.1161111
10X015 ,X,2,X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,K-8,1,10,10,2195 ANDREWS AVENUE,NY,10453,Tara Edmonds,718-563-0473,718-563-1568,"0K,01,02,03,04,05,06,07,08,SE",BRONX,"2195 ANDREWS AVENUE,NY","40.570009, -74.1365719",40.570009,-74.1365719
10X291 ,X,2,X291,P.S. 291,Elementary,1,10,10,2195 ANDREWS AVENUE,NY,10453,CARLOS VELEZ,718-563-0776,718-563-1499,"0K,01,02,03,04,SE",BRONX,"2195 ANDREWS AVENUE,NY","40.570009, -74.1365719",40.570009,-74.1365719
10X390 ,X,2,X390,M.S. 390,Junior High-Intermediate-Middle,1,10,10,1930 ANDREWS AVENUE,NY,10453,ROBERT MERCEDES,718-583-5501,718-583-5556,"05,06,07,08,SE",BRONX,"1930 ANDREWS AVENUE,NY","40.570009, -74.1365719",40.570009,-74.1365719
10X396 ,X,2,X396,P.S. 396,Elementary,1,10,10,1930 ANDREWS AVENUE,NY,10453,NICOLE TINE,718-294-0862,718-583-5556,"PK,0K,01,02,03,04,SE",BRONX,"1930 ANDREWS AVENUE,NY","40.570009, -74.1365719",40.570009,-74.1365719
31R440 ,R,5,R440,NEW DORP HIGH SCHOOL,High school,1,31,31,465 NEW DORP LANE,NY,10306,Ms. Deirdre DeAngelis,718-667-8686,718-987-4889,"09,10,11,12,SE",STATEN ISLAND,"465 NEW DORP LANE,NY","40.5700167, -74.1069962",40.5700167,-74.1069962
31R023 ,R,5,R023,P.S. 023 RICHMONDTOWN,Elementary,1,31,31,30 NATICK STREET,NY,10306,Frank Campagna,718-351-1155,718-667-4958,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"30 NATICK STREET,NY","40.5706605, -74.1326426",40.5706605,-74.1326426
31R041 ,R,5,R041,P.S. 041 NEW DORP,Elementary,1,31,31,216 CLAWSON STREET,NY,10306,ELISE FELDMAN,718-351-6777,718-667-8200,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"216 CLAWSON STREET,NY","40.5738881, -74.109085",40.5738881,-74.109085
31R038 ,R,5,R038,P.S. 038 GEORGE CROMWELL,Elementary,1,31,31,421 LINCOLN AVENUE,NY,10306,EVERLIDYS ROBLES,718-351-1225,718-979-2487,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"421 LINCOLN AVENUE,NY","40.57487445, -74.0993997461714",40.57487445,-74.09939975
21K188 ,K,2,K188,P.S. 188 MICHAEL E. BERDY,Elementary,1,21,21,3314 NEPTUNE AVENUE,NY,11224,Frederick M.  Tudda,718-266-6380,718-266-7103,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"3314 NEPTUNE AVENUE,NY","40.5767732, -74.0004944677523",40.5767732,-74.00049447
31R002 ,R,5,R002,I.S. R002 GEORGE L. EGBERT,Junior High-Intermediate-Middle,1,31,31,333 MIDLAND AVENUE,NY,10306,ADRIENNE STALLONE,718-987-5336,718-987-6937,"06,07,08,SE",STATEN ISLAND,"333 MIDLAND AVENUE,NY","40.5770197, -74.100577",40.5770197,-74.100577
21K728 ,K,2,K728,LIBERATION DIPLOMA PLUS,High school,1,21,21,2865 WEST 19TH STREET,NY,11224,APRIL LEONG,718-946-6812,718-946-6825,"09,10,11,12",BROOKLYN,"2865 WEST 19TH STREET,NY","40.57715905, -73.9856361988432",40.57715905,-73.9856362
27Q114 ,Q,4,Q114,P.S. / M.S. 114 BELLE HARBOR,K-8,1,27,27,134-01 CRONSTON AVENUE,NY,11694,Stephen P. Grill,718-634-3382,718-945-4510,"0K,01,02,03,04,05,06,07,08,SE",QUEENS,"134-01 CRONSTON AVENUE,NY","40.5777169, -73.8545017724517",40.5777169,-73.85450177
21K239 ,K,2,K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,Junior High-Intermediate-Middle,1,21,21,2401 NEPTUNE AVENUE,NY,11224,CAROL MOORE,718-266-0814,718-266-1693,"06,07,08,SE",BROOKLYN,"2401 NEPTUNE AVENUE,NY","40.57866495, -73.992656697195",40.57866495,-73.9926567
21K253 ,K,2,K253,P.S. 253,Elementary,1,21,21,601 OCEANVIEW AVENUE,NY,11235,Lisa Speroni,718-332-3331,718-743-7194,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"601 OCEANVIEW AVENUE,NY","40.579684, -73.962075",40.579684,-73.962075
22K195 ,K,2,K195,P.S. 195 MANHATTAN BEACH,Elementary,1,22,22,131 IRWIN STREET,NY,11235,ARTHUR FORMAN,718-648-9102,718-934-0625,"PK,0K,01,02,03,04,05",BROOKLYN,"131 IRWIN STREET,NY","40.58024465, -73.9437132031128",40.58024465,-73.9437132
22K535 ,K,2,K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,High school,1,22,22,1830 SHORE BOULEVARD,NY,11235,JOSEPH ZAZA,718-368-8500,718-368-8555,"09,10,11,12,SE",BROOKLYN,"1830 SHORE BOULEVARD,NY","40.58036435, -73.9351602236432",40.58036435,-73.93516022
84Q170,Q,4,Q170,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,Elementary,2,27,84,111-11 ROCKAWAY BEACH BOULEVARD,NY,11694,Ericka K. Wala,347-403-9231,718-318-4561,"0K,01,02,03,04,05",QUEENS,"111-11 ROCKAWAY BEACH BOULEVARD,NY","40.580431, -73.8328577",40.580431,-73.8328577
31R064 ,R,5,R064,MCCOWN EXPEDITIONARY LEARNING SCHOOL,High school,1,31,31,100 ESSEX DRIVE,NY,10314,TRACI FREY,718-370-6950,718-370-6960,"09,10,11,SE",STATEN ISLAND,"100 ESSEX DRIVE,NY","40.5817018, -74.1592209864596",40.5817018,-74.15922099
31R063 ,R,5,R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,Junior High-Intermediate-Middle,1,31,31,100 ESSEX DRIVE,NY,10314,Jessica Jenkins-Milona,718-370-6850,718-370-6860,"06,07,08,SE",STATEN ISLAND,"100 ESSEX DRIVE,NY","40.5817018, -74.1592209864596",40.5817018,-74.15922099
31R047 ,R,5,R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,High school,1,31,31,100 ESSEX DRIVE,NY,10314,Joseph Canale,718-370-6900,718-370-6915,"09,10,11,12,SE",STATEN ISLAND,"100 ESSEX DRIVE,NY","40.5817018, -74.1592209864596",40.5817018,-74.15922099
14K610 ,K,2,K610,AUTOMOTIVE HIGH SCHOOL,High school,1,14,14,50 BEDFORD AVENUE,NY,11222,MARY BROUDER,718-218-9301,718-599-4351,"09,10,11,12,SE",BROOKLYN,"50 BEDFORD AVENUE,NY","40.58183965, -74.10802035",40.58183965,-74.10802035
14K632 ,K,2,K632,FRANCES PERKINS ACADEMY,High school,1,14,14,50 BEDFORD AVENUE,NY,11222,"SANTANA, JOCELYN",718-388-7721,718-388-7793,"09,10,11,SE",BROOKLYN,"50 BEDFORD AVENUE,NY","40.58183965, -74.10802035",40.58183965,-74.10802035
21K303 ,K,2,K303,I.S. 303 HERBERT S. EISENBERG,Junior High-Intermediate-Middle,1,21,21,501 WEST AVENUE,NY,11224,Mr. Gary Ingrassia,718-996-0100,718-996-3785,"06,07,08,SE",BROOKLYN,"501 WEST AVENUE,NY","40.5822188, -73.9724778",40.5822188,-73.9724778
21K744,,3,K744,Coney Island Preparatory Public Charter School,Secondary School,2,21,84,501 WEST AVENUE,NY,11224,Jacob Mnookin,718-513-6951,718-513-6955,"05,06",BROOKLYN,"501 WEST AVENUE,NY","40.5822188, -73.9724778",40.5822188,-73.9724778
21K410 ,K,2,K410,ABRAHAM LINCOLN HIGH SCHOOL,High school,1,21,21,2800 OCEAN PARKWAY,NY,11235,Ari Hoogenboom,718-333-7400,718-946-5035,"09,10,11,12,SE",BROOKLYN,"2800 OCEAN PARKWAY,NY","40.5823627, -73.9683405887919",40.5823627,-73.96834059
31R052 ,R,5,R052,P.S. 052 JOHN C. THOMPSON,Elementary,1,31,31,450 BUEL AVENUE,NY,10305,Jane Mccord,718-351-5454,718-667-8900,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"450 BUEL AVENUE,NY","40.5824698, -74.0884026",40.5824698,-74.0884026
